poduct_category,Product Name,Link,Image,Price,product_description,tab_discription
digestives,Patanjali Pachak Jaljeera,https://www.patanjaliayurved.net/product/natural-health-care/digestives/patanjali-pachak-jaljeera/690,https://www.patanjaliayurved.net/assets/product_images/400x500/1690280967PachakJaljeera-200g1.png,81,patanjali pachak jal jeera helps cooling body antiacidic antiphlegmatic carminative digestive contains essential minerals beneficial body functions helps increasing digestive power acts refresher helps treating problems like amlapitta indigestion loss appetite laziness indian beverage served appetizer,benefitsingredientshow useother product infopatanjali pachak jal jeera helps cooling bodyit antiacidic antiphlegmatic carminative digestiveit helps increasing digestive powerit acts refresherit helps treating problems like amla pitta indigestion loss appetite lazinesscompositioneach g containspowders of amchur mangifera indica dr fr gsamudra lavan gsendha lavan gpudina gkala lavan gamchur gjeera gdhaniya gkali mirch gnousadar gchhoti peepal gsaunth glal mirch ghing gextract nimbu citric medica fr gg day directed physicianbest before months manufacturing date
digestives,Patanjali Pachak Hing Goli,https://www.patanjaliayurved.net/product/natural-health-care/digestives/patanjali-pachak-hing-goli/687,https://www.patanjaliayurved.net/assets/product_images/400x500/1690282985hinggoli100g1.png,71,patanjali pachak contain ajwain heeng fenugreek properties lemon healthy digestive system patanjali pachak digestive hing goli blending rich natural organic herbs spices right proportion cure problems like gas acidity constipation etc eat open heart digest patanjali pachak hing goli,benefitsingredientshow useother product infogoodness asafetida strengthen digestionbeneficial rid abdominal distensionfree effectspachak hing goli taken daily helps soothe common stomach ailments strengthen digestive systemcomposition each g containspowder samudra lavan gamchur gamla gkala lavan gchini gnausadar gkali mirch gharad gjeera gchhoti pipal gsaunth gajwain ghing bhuna gextract neembu sat g g twice day directed physicianbest before months manufacturing date
digestives,Patanjali Pachak Ajwain with Aloevera,https://www.patanjaliayurved.net/product/natural-health-care/digestives/patanjali-pachak-ajwain-with-aloevera/684,https://www.patanjaliayurved.net/assets/product_images/400x500/1691564457Digestive100g1.png,76,unique formulation patanjali pachak ajwain aloe vera combines medicinal prowess thymol oil soothing goodness aloe vera bring powerful digestive tabs fortified ginger powder bay leaf coriander naturopathic preparation great option daily digestive routine,benefitsingredientshow useother product infoit helpful fight bacteria fungiit helpful improve cholesterol levelsit helpful lower blood pressureit helpful combats peptic ulcers relieves indigestioncarom antiinflammatory effectscarom aloe vera antioxidant anti bacterial propertiescomposition g containswhole ajwain techyspermum ammi fr gpowder  samudra lavan sodii muras gjeera cumin cyminmum gdhaniya coriandrum sativum gneembu sat citrus medica kala lavan unaqua sodium chloride gkali mirch piper nigrum gnausadar ammonium chloride gsaunth zingiber officinale gtejpatta cinnamomum tamala gextract of neembu citrus medica fr gghritkumari aloe barbadensis lf qs g day directed physiciancautions consumed patients suffering hypertensionbest before months manufacturing date
digestives,Patanjali Pachak Hing Peda,https://www.patanjaliayurved.net/product/natural-health-care/digestives/patanjali-pachak-hing-peda/688,https://www.patanjaliayurved.net/assets/product_images/400x500/1690281076hingpeda100g1.png,52,patanjali pachak hing peda rich quality hing important herbs spices improves digestion system cure problems like gas acidity etc,benefitsingredientshow useother product infopachak hing peda stimulant digestive system activates enzymes acts appetizerthis useful gas flatulence nausea gastric distresseseach g containspowder ofchini saccharum officinarum st ganardana punica grantum sd gamchur mangifera indica drfr gjeera cuminum cyminum sd gsamudra lavan gdhaniya coriandrum sativum sd gkala lavan gkali mirch piper nigrum fr gdalchini cinnamomum zeylanicum bk gbadi elaichi amomum subulatum fr gsendha lavan gchhoti pipal piper longum rt ghing ferula foetida exudate gsaunf foeniculum vulgare sd ggulkand gextract neembu citrus medica fr g g twice day directed physicianbest before months manufacturing date
digestives,Pachak Shodhit Harad,https://www.patanjaliayurved.net/product/natural-health-care/digestives/pachak-shodhit-harad/693,https://www.patanjaliayurved.net/assets/product_images/400x500/1699008596PachakShodhitHarad100g1.png,43,pachak shodhit harad options patanjali natural health care digestive products range helps soothe common stomach ailments strengthen digestive system,benefitsingredientshow useother product infouseful indigestion abdominal distentionuseful constipation it neutralizes acidity prevents nauseait good joint pain gastric problem hair lossit good mouth ulcers urinary disorders help maintain migraine eye disorderspowder kala lavan unaqua sodium chloride gamchur magnifera indica gamla embelica officinalis gsamudra lavan sodi murasgchhoti harad terminalia chebula gnausadar ammonium chloride gjeera cuminum cyminum gneembu sat piper nigrumgkali mirch piper nigrumgajwain trachyspermum ammigchhoti peepal piper longum gextract ofneembu citrus medica fr g tablets twice day directed physicianbest before months manufacturing date
digestives,Patanjali Pachak Anardana,https://www.patanjaliayurved.net/product/natural-health-care/digestives/patanjali-pachak-anardana/685,https://www.patanjaliayurved.net/assets/product_images/400x500/1692437643PachakAnardanaGoli-100g1.png,43,patanjali pachak anardana goli best taste affluent health golis dried pomegranate seeds got proper blend sweet sour taste eat open heart digest patanjali pachak anardana goli,benefitsingredientshow useother product infopachak anardana goli improves digestioncure problems like gas acidity constipation etctasty effectiveno added colours preservative flavours usedno effectseach g containspowder chini saccharum officinarum st ganardana punica grantum sd gamchur mangifera indica drfr gjeera cuminum cyminum sd gsamudra lavan gdhaniya coriandrum sativum sd gkala lavan gkali mirch piper nigrum fr gdalchini cinnamomum zeylanicum bk gbadi elaichi amomum subulatum fr gsendha lavan gchhoti pipal piper longum rt gsaunf foeniculum vulgare sd ggulkand gextract neembu citrus medica fr g g twice day directed physiciancaution consumed patients suffering diabetesbest before months manufacturing date
digestives,DIGESTIVE HEALTH COMBO - PACHAK ANARDANA 100 gm+PACHAK HING GOLI 100 gm+PACHAK SHODHIT HARAD 100 gm+ PACHAK AJWAIN WITH ALOEVERA 100gm - Rs 30 Off,https://www.patanjaliayurved.net/product/natural-health-care/digestives/digestive-health-combo-pachak-anardana-100-gmpachak-hing-goli-100-gmpachak-shodhit-harad-100-gm-pachak-ajwain-with-aloevera-100gm-rs-30-off/3358,https://www.patanjaliayurved.net/assets/product_images/400x500/16889724571.png,245,digestive health combo pachak anardana gmpachak hing goli gmpachak shodhit harad gm pachak ajwain aloevera gmget rs wallet,product infobest days manufacturing date
health-and-wellness,Patanjali Kesar,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-kesar/818,https://www.patanjaliayurved.net/assets/product_images/400x500/1690957608PatanjaliKesar1g1.png,310,patanjali kesarsaffronis spice derived flower crocus sativus known saffron crocus mainly seasoning coloring agent food,benefitsingredientshow useother product infoit powerful antioxidant improve mood treat depressive symptoms act aphrodisiac saffron highly beneficial radiant skinsaffron help glowing skin saffron antioxidants beneficial contending free radicals helps prevention diseases promotion healthsaffron good digestion presence multiple medicinal compounds anticonvulsant presence minerals cooper potassium calcium manganese iron magnesium zinc selenium promotes optimum health saffron enhance mens vitalitysaffronmg styles twice day warm milk directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Moosli Pak,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-moosli-pak/826,https://www.patanjaliayurved.net/assets/product_images/400x500/1690955764MoosliPak-200gm1.png,500,patanjali moosli pak ayurvedic formulation specifically designed enhance physical strength serve nourishing tonic formulation effectively boosts stamina strength duration overall performance men packet patanjali moosli pak typically contains combination ofsafed moosli sonth peepal marich badi elaichi dalchini tezpata shatavar chitrakmool gokhru ashgandh harad lavang jayphal jaavtri talakhana khareti konch semal gond kamalgatta vanshlochan akarkara makardhwaj bang bhasm additionally utilized addressing general weakness promoting weight gain notably sportsmen india rely product enhance endurance overall performance,benefitsingredientshow useother product infoit useful restoring physical strength acts nourishing tonic famous aphrodisiac benefits good mens health problems patanjali cow ghee improves stamina strengthcompositioneach g containspowders safed moosli asparagus adscendens rt gsonth zingiber officinale rtrzgpeepal piper longum fr gmarich piper nigrum gbadi elaichi amomum subulatum fr gdalchini cinnamomum zeylanicum st gtezptra cinnamomum tamala lf gshatavar asparagus racemosus rt gchitrakmool plumbago zeylanica rt ggokhru tribulus terestris rt gashgandhwithania somnifera rt gharad terminalia chebula glavang syzygium aromaticus gjayphal myristica fragrans fr gjaavtri myristica fragrans sd gtalakhana hygrophila spinosa sd gkharetisida cordifolia sd gkonch mucuna prurita sd gsemal gondbombax malabaricum stbk gkamalgattanymphaea stellata fi gvanshlochanbambusa arundinacia sc gakarkara anacyclus pyrethrum rt gchini saccharum officinarum st gmakardhwaj gbang bhasm gghee g gm twice day morning evening preferably milk water directed physicianbest before months manufacturing date
health-and-wellness,Divya Shilajeet Drops,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/divya-shilajeet-drops/3535,https://www.patanjaliayurved.net/assets/product_images/400x500/1691565755ShilajeetDrops30ml1.png,125,divya shilajeet drop improves immunity gives relief cough cold helps improve respiratory health improves stamina endurance,benefitsingredientshow useother product infoimproves immunityrelief cough coldhelps improve respiratory healthimproves stamina endurancedry extract kaunch beej mucuna pruriens seed mggokharu chhota tribulus terrestris fruit mgashwagandha withania somnifera root mgsafed musali chlorophytum arundinaceum root mgvidarikand ipomoea digitata tubers mgakarkara anacyclus pyrethrum plant mgjaiphal myristica fragrans seed mgmethi trigonella foenumgraecum seed mggiloy tinospora cordifolia stem mgcoffee coffea arabica seed mg kali mirch piper nigrum fruit mgshewal haematococcus pluvialis plant mgdried powder ofshilajit purified asphaltum punjabianum mineral mgkeshar crocus sativus stigma mgfine powder ofvang bhasma mgrajat bhasma mgabharak bhasma mg swarn bhasma mgexcipients as ippropyl gallatetalc colloidal silicon dioxidtake drops divya shilajeet drops glass water tea times day directed physiscianbest days manufacturing date
health-and-wellness,Pineapple Basil Drink,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/pineapple-basil-drink/4215,https://www.patanjaliayurved.net/assets/product_images/400x500/1694603810Pineapplebasil200ml1.png,40,patanjali brings healthy tasty pineapple basil drink helps weight management reducing stress cholesterol improves digestion soothing stomach problems skin health benefits natural basil seed high antioxidants rich fiber low cholesterol,benefitsingredientsother product inforehydrate bodytasty refreshinghigh vitamin clow sodiumwatersugarpineapple concentrate basil seed acidity regulator  ins ins iiipreservative ins ins gelling agent ins nature identical flavouring substancesantioxidant ins colour ins best months date manufacturing
health-and-wellness,Sea Buckthorn Capsule,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/sea-buckthorn-capsule/3306,https://www.patanjaliayurved.net/assets/product_images/400x500/1689075261SeabuckthornCapsule15g1.png,500,patanjali sea buckthorn capsules sea buckthorn oil high content omega fatty acids supports healthy cardiovascular system sea buckthorn oil helps manage psoriasis lesions inactivation reactive oxygen species downregulation nfkb protein,benefitsingredientshow useother product infogood healthy hearthelps manage psoriasishelps improve immunitysea buckthorn oilsilicon dioxidemixed tocopherol vit etwo capsules daybest months date manufactures
health-and-wellness,Divya Shila Tulsi Drop,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/divya-shila-tulsi-drop/3431,https://www.patanjaliayurved.net/assets/product_images/400x500/1689075147shilatulsidrop30ml1.png,150,divya shila tulsi drop improves immunity helps improve respiratory health improves stamina endurance gives relief cough cold,benefitsingredientshow useother product infoimproves immunityrelief cough coldhelps improve respiratory healthimproves stamina enduranceeach ml contains liquid ofholy basil ocimum sanctum pt mlram tulsi ocimum gratissimum pt mlbarbari tulsi ocimum basilicum pt mlnimbu tulsi ocimum citriodorum pt mlkathinjar tulsi ocimum canum pt mlshilajeet extract asphaltum punjabianum rock exd mlexcipients as ip peg polyethylene glycolpreservative sodium benzoatetake drops shila tulsi drops glass water tea times day directed physicianbest days manufacturing date
health-and-wellness,Patanjali Amrit Rasayan,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-amrit-rasayan/770,https://www.patanjaliayurved.net/assets/product_images/400x500/1690958219AmritRasayan1kg1.png,280,useful compound nourishes mind enhances mental activity coolness provides strength nourishment health body improves hair glow beneficial eyes keeps cool especially suitable summer season perfect tonic students intellectuals,benefitsingredientshow useother product infopatanjali amrit rasayan gives complete nourishment brainit increases subtle invigorating fluids ojas innermost sap body semenamrit rasayan general health tonic improve vision eyesight useful rejuvenating bodythis product consumed summers develop physical immunityeach g containssugar saccharum officinarum stem fruit syrup gamla pishti emblica officinalis friedfruit paste gkesar crocus sativus style powder gprakshep derived following badam amygdalus communis fruit powder gbrahmi bacopa monnieri plant powder gshankhpushpi convolvulus pluricaulis plant powder gshatavari asparagus racemosus root powder gvanshlochan bambusa arundinacea internal secretion powder glaghu ela elettaria cardamomum fruit powder gdalchini cinnamomum zeylanicum bark powder gshuddh kaunch beej mucuna pruriens seed powder gbadi pippali piper longum fruit powder gpreservative  sodium benzoate children years  teaspoonadult  teaspoon lukewarm milk morning evening directed physicianbest years manufacturing date
health-and-wellness,Patanjali Apple Vinegar,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-apple-vinegar/1267,https://www.patanjaliayurved.net/assets/product_images/400x500/1690275484AppleVinegar500ml1.png,130,apple vinegar sirka popular type vinegar natural health community claimed lead sorts benefits supported science includesweight loss reduced cholesterol lower blood sugar levels improved symptoms diabetes,benefitsingredientshow useother product inforesolve stomach problemssoothes sore throatbrings cholesterolbeats sinusboosts energyuseful heart diseasesapple pylus malus mlapple flavour mlmix ml apple vinegar water consume time meals directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Isabgol Bhusi,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-isabgol-bhusi/814,https://www.patanjaliayurved.net/assets/product_images/400x500/1690957762isabgol100g1.png,190,isabgol called psyllium obtained seeds plantago ovata high dietary fiber natural gelatinous substance soak water swells forming emollient gel laxative properties helps passage intestine promotes bowel movement,benefitsingredientshow useother product infohelpful reducing higher level cholesterol normal stageit beneficial reducing body weightit useful controlling diseases like piles fistula constipation like problemsintestines healthyisabgol huskg twice day according need glass water milk fruit juice directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Jamun Vinegar,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-jamun-vinegar/815,https://www.patanjaliayurved.net/assets/product_images/400x500/1691565102JamunVinegar500ml1.png,80,patanjali jamun vinegar ayurvedic proprietary medicine finest quality jamun fruit pulp jamun guda effective hyperglycemia diarrhea weakness digestive system urine problemsthe jamun fruit pulp juice prepare jamun vinegar also called jamun sirka jamun vinegar vinegar cooking actually great medicinal importance home remedy disorders recommended diabetic patients manage hyperglycemia,benefitsingredientshow useother product infoaccording ayurveda jamun vinegar primarily acts kapha dosha reduces increase pitta dosha best avoid excess increased pitta symptomspatanjali jamun sirka good source iron real medicine diabetes liver trouble heart problems enhances immune systempatanjali jamun vinegar rich source vitamin vitamin c polyphenolic compounds effective cancer heart diseases asthma dysuria arthritispatanjali jamun vinegar wonderful medicine digestive system related problems like flatulence abdominal pain gastric problems abdominal distension bloating diarrhea dysenteryjamun pulp syzygium cumini l skeels mlexcipients as pfacaramel colour mlmix ml vinegar water consume meals directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Shilajeet Capsule,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-shilajeet-capsule/786,https://www.patanjaliayurved.net/assets/product_images/400x500/1689151279Shilajeetcapsule1.png,100,patanjali shilajit capsule provides strength energy eradicates sexual weakness gout joint pains rheumatoid diseases related kapha asthma allergy semen deficiency urine bone weakness diabetes etc problems men women beneficial providing vigorous energy increases body immunity overall body strength antiageing properties shilajit taken small quantity suggestion physician,benefitsingredientshow useother product infoit treatment joint pain rheumatoidit provide strength energy bodyit acts testosterone booster enhances semen levelit act immunomodulator antiaging propertyshilajit acts antiinflammatory antistress antianxiety agentit helpful patients suffering unary disorders kidney stones piles anemia edemaamla helpful treatment diseases headache migraine memory loss heartburn fatty liver hypertension peptic ulcersshilajitamla rasayan capsule twice daily directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Ashvagandha Capsule,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-ashvagandha-capsule/784,https://www.patanjaliayurved.net/assets/product_images/400x500/1689151515AshvagandhaCapsule1.png,90,beneficial fatigue restiveness general weakness treats muscles deficiency gastric problems arthritis helps increase energy body cells naturally ashwagandha natural herbal tonic increasing memory brain power,benefitsingredientshow useother product infofatigue stress generalized weakness joint painashwagandha powderashwagandha extract capsule twice daily directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Glucoshakti Regular,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-glucoshakti-regular/941,https://www.patanjaliayurved.net/assets/product_images/400x500/1694605093glucoshakti250g1.png,59,patanjali glucoshakti regular contains  glucose minerals vitamin fills energy required stay active instant source energy,benefitsingredientshow useother product infoinstant source energyprotects dehydration summerscontains minerals vitamin dglucose dextrose vitamin dtricalcium prosphate dicalcium phosphatetake twice daily teaspoonful glass water stir wellbest before months manufacturing date
health-and-wellness,Patanjali Wheat Grass Powder,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-wheat-grass-powder/840,https://www.patanjaliayurved.net/assets/product_images/400x500/1690955589Wheatgrasspowder100g1.png,350,wheatgrass refers leaves common wheat plant wheatgrass powder freshly sprouted wheatgrass highly nutritious versatile dietary supplement perfect healthconscious individualspatanjali wheatgrass powder finest quality wheatgrass derived hygienically harvested dried wheatgrass rich essential vitamins minerals antioxidants essential maintaining optimal health great source chlorophyll helps detoxify body boost immune systempatanjali wheatgrass powder glutenfree suitable individuals gluten sensitivities easy use added variety foods beverages patanjali wheat grass powder enhances energy levels body detoxifying properties aid maintenance digestive functions gut highly recommended individuals aspire achieve healthy weight loss patanjali wheatgrass powder natural supplement devoid artificial colouring,benefitsingredientshow useother product infoit useful anaemia constipationit treat skin diseases eczema psoriasisit increases immunity curbsvatandpitdoshasit reduces cholesterol control high blood pressureit antioxidantwheatgrass triticum sativum gmtake rounded teaspoon approx gms powder daily morning maintaining good health recommended physician ideally taken stomach mealsbest before months manufacturing date
health-and-wellness,Patanjali Herbal Powervita Plus,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-herbal-powervita-plus/2191,https://www.patanjaliayurved.net/assets/product_images/400x500/1700222199PowerVitaPlus200g1.png,76,patanjali herbal powervita plus powerful herbal health brain tonic children adults contains essential vitamin minerals needed good health,benefitsingredientshow useother product infoashwagandha great benefits stress fatigue general weakness provides strength bodyshatavari promotes healthy energy level boosts immunityshankhpushpi brahmi good ayurvedic remedy memory brainit removes general weakness strengthens body internallymake immune system strongerhealth brain tonicapart abovementioned benefits contains contains essentials vitamins minerals needed good health vitamin b vitamin d vitamins minerals provide perfect health immunitymalt extract sugarmilk solids cocoa powder shankhpushpi maltodexrtin powdercoral calciumminerals dibasic calcium phosphate iron ferrous sulphatezinc oxide mgcopper cupric gluconate iodine pottasium iodidechromium chromium iii chlorideacidity regulator ins iishatawarstabilizer ins emulsifier ins i ins ashwagandha  brahmi ghan vitamins vitamin b niacin vitamin b pyridoxine hydrochloride mcgvitamin b thiamine mononitratevitamin retinyl palmitatevitamin b riboflavin mcgvitamin b cyanocobalamin mcgvitamin d ergocalciferol plant source mcgiodized salt colour ins cnature identical flavouring substancesadd teaspoonfuls  gms approx patanjali herbal power vita granules cup hot cold milk add sugar taste include serving patanjali herbal power vita balanced dietbest before months manufacturing date
health-and-wellness,Patanjali Cow's Whole Milk Powder,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-cows-whole-milk-powder/808,https://www.patanjaliayurved.net/assets/product_images/400x500/1690267216Cow'sWholeMilkPowder200gm1.png,100,patanjali milk powder produced extracting water fresh pasteurized milk patanjali milk powder perfect indian kitchen milk powder contains vitamins minerals  pure,benefitsingredientshow useother product infoprovide complete nutrition high source calories protein contains host vitamins e kit helps improving eyesightrich source minerals magnesium calcium zinc potassium phosphorouscow milkfill pitcher cups wateradd  cups powdered milkstir vigorously powder dissolvesbest before months manufacturing date
health-and-wellness,Patanjali Ashvashila - 20 Capsules,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-ashvashila-20-capsules/785,https://www.patanjaliayurved.net/assets/product_images/400x500/1701863189Ashvashila_A_-03.jpg,100,patanjali ashvashila a portmanteau ofashwagandha andshilajit capsule combination ashwagandha withania somnifera shilajit offers potent solution health concerns including sexual weakness fatigue stress general weakness asthma allergy diabetes diabetic neuropathy urinary disorders weakened immunity patanjali ashvashila specific tonic male fertility increases semen production helps treat premature ejaculation seminal leakage treats incontinence unrestrained urinary dribbles,benefitsingredientshow useother product infothe rasayana properties substance revitalize deficiencies semen aiding improvement sperm quality quantityits warming qualities stimulate reproductive system oily texture sweet taste nourish semen additionally promotes blood flow penis enhancing erectile functionthis product contains shilajit herb known hot stimulating properties making suitable addressing cold sluggish conditions low libido impotenceit beneficial infertility cases congested uterus excess kaphaextract ashwagandha withania somnifera mgdry extract asphaltum shilajit mg capsule twice daily directed physicianbest before months manufacturing date
health-and-wellness,Patanjali Cow's Skimmed Milk Powder,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-cows-skimmed-milk-powder/1273,https://www.patanjaliayurved.net/assets/product_images/400x500/16891405111.png,225,skimmed milk powder smp produced extracting water fresh pasteurized milk according food commodity fact sheet offered aid water extraction process beneficial nutrients amino acids sustained skimmed milk powder  fat nutrition fresh milk provides bonebuilding nutrients protein calcium vitamin vitamin offer children aged months homogenized  fat milk drinking,benefitsingredientshow useother product infoit contains trace amounts fat low caloriesits packed proteinrich source beta carotene pure cow milkrich source minerals magnesium calcium zinc potassium phosphorousskimmed milk skimmed milk mix ten parts warm water volume skimmed milk powder weight stirbest before months manufacturing date
health-and-wellness,Patanjali Tulsi (Basil) Immunity Drink,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-tulsi-basil-immunity-drink/3455,https://www.patanjaliayurved.net/assets/product_images/400x500/16890751011.png,30,patanjali tulsi basil immunity drink ayurvedic medicine tulsi extremely beneficial humans warding common ailments strengthening immunity fighting bacterial viral infections combating treating hair skin disorders,benefitsingredientshow useother product infopotent antioxidanthelps improves body immunitybasil known cure cough throat infectionrehydrate bodytasty refreshingwatersugarbasil seedsgelling agentcitric acidtrisodium citratesodium benzoatepotassium sorbetcolourascorbic acidflavouras directed physicianbest days manufacturing date
health-and-wellness,Patanjali Herbal Powervita Plus - Refill,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-herbal-powervita-plus-refill/3294,https://www.patanjaliayurved.net/assets/product_images/400x500/1700222065powervitarefill500g1.png,180,patanjali powervita plus powerful herbal health brain tonic children adults contains essential vitamin minerals needed good health,benefitsingredientshow useother product infoashwagandha great benefits stress fatigue general weakness provides strength bodyshatavari promote health energy level boost immunityshankhpushpi brahmi good ayurvedic remedy memory brainit removes general weakness strengthen body internallymake immune system strongerhealth brain tonicapart form mentioned benefits contains contains essentials vitamins minerals needed good health vitamin b vitamin d vitamins minerals provide perfect health immunitymalt extract sugarmilk solids cocoa powder shankhpushpi maltodexrtin powdercoral calciumminerals dibasic calcium phosphate iron ferrous sulphatezinc oxide mgcopper cupric gluconate iodine pottasium iodidechromium chromium iii chlorideacidity regulator ins iishatawarstabilizer ins emulsifier ins i ins ashwagandha  brahmi ghan vitamins vitamin b niacin vitamin b pyridoxine hydrochloride mcgvitamin b thiamine mononitratevitamin retinyl palmitatevitamin b riboflavin mcgvitamin b cyanocobalamin mcgvitamin d ergocalciferol plant source mcgiodized salt colour ins cnature identical flavouring substancesadd teaspoonfuls  gms approx patanjali herbal power vita granules cup hot cold milk add sugar taste include serving patnajali herbal power vita balanced dietbest years manufacturing date
health-and-wellness,Patanjali Youvan Gold Plus - 10 Capsules,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-youvan-gold-plus-10-capsules/2093,https://www.patanjaliayurved.net/assets/product_images/400x500/17019204127.jpg,750,patanjali youvan gold plus capsules authentic power booster ayurvedic medicine useful physical sexual weakness improves libido vigour vitality sexual power keeps healthy energetic gives total satisfaction married life treats number ailments diseases rejuvenates reproductive system acting yeasts moulds showing antimicrobial activities enhancing immune system treats ailments calming brain reducing swelling lowering blood pressure altering immune system,benefitsingredientsother product infopower boosteruseful physical sexual weaknessenhances immune systemkeeps healthy energeticsarpgandha rauwolfia serpentina mgashwagandha withania somnifera mgtalam khana hygrophila spinosa mgbala sida cordifolia mgsafed mushli chlorophytum arundinaceum mgshalam panja dactylorhiza hatagirea mgdronjakhmari darunaj doronicum hookeri mgbahman safed centaurea behen mgjaiphal myristica fragrans mgmalkangani celastrus paniculatus mgjavitri myristica fragrans mglavang syzgium aromaticum mgshalam mishri eulophia campestris mgakarkara anacyclus pyrethrum mgajwain khursani hyoscyamus niger mgdhatura kala dahura metal mgrumimastgi pistacia lentiscus mgvidhara argreia speciosa mglaghu ela elettaria cardamomum mglauh bhasma classical preparation mgvang bhasma classical preparation mgpraval pishti classical preparation mgtrivang bhasma classical preparation mgmakardhwaj ras classical preparation mgkeharwa pishti classical preparation mgmoti pishti classical preparation mgchandi bhasma classical preparation mgheerak bhasma classical preparation mgswarn bhasma classical preparation mgkesher crocus sativum mgbhemseni kapoor dryobalanops camphora mgshilajit shuddha asphaltum punjabianum mgkuchala ghan shuddh strychnos nux vom ica mgafeem opium papaver somniferum mg pan ras ghritkumari cannabis sativa khaskhasbest days manufacturing
health-and-wellness,Patanjali Herbal Powervita Plus with Free Cup,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-herbal-powervita-plus-with-free-cup/3400,https://www.patanjaliayurved.net/assets/product_images/400x500/1689847185Herbalpowervita500gJ1.png,230,patanjali herbal power vita plus powerful herbal health brain tonic children adults contains essential vitamin minerals needed good health,benefitsingredientshow useother product infoashwagandha great benefits stress fatigue general weakness provides strength bodyshatavari promotes healthy energy level boosts immunityshankhpushpi brahmi good ayurvedic remedy memory brainit removes general weakness strengthens body internallymake immune system strongerhealth brain tonicapart abovementioned benefits contains contains essentials vitamins minerals needed good health vitamin b vitamin d vitamins minerals provide perfect health immunitymalt extract sugarmilk solids cocoa powder shankhpushpi maltodexrtin powdercoral calciumminerals dibasic calcium phosphate iron ferrous sulphatezinc oxide mgcopper cupric gluconate iodine pottasium iodidechromium chromium iii chlorideacidity regulator ins iishatawarstabilizer ins emulsifier ins i ins ashwagandha  brahmi ghan vitamins vitamin b niacin vitamin b pyridoxine hydrochloride mcgvitamin b thiamine mononitratevitamin retinyl palmitatevitamin b riboflavin mcgvitamin b cyanocobalamin mcgvitamin d ergocalciferol plant source mcgiodized salt colour ins cnature identical flavouring substancesadd teaspoonfuls  gms approx patanjali herbal power vita granules cup hot cold milk add sugar taste include serving patanjali herbal power vita balanced dietbest months date ofmanufacturing
health-and-wellness,Patanjali Diabetic Care Vinegar Combo- Jamun Sirka 500 ml+ Apple Vinegar 500 ml- Rs 30 Off,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-diabetic-care-vinegar-combo-jamun-sirka-500-ml-apple-vinegar-500-ml-rs-30-off/3391,https://www.patanjaliayurved.net/assets/product_images/400x500/1641622577400x500.jpg,210,diabetic care vinegar combo jamun sirka ml apple vinegar mlget rs wallet,product infobest days manufacturing date
health-and-wellness,Patanjali Vitality Booster Combo- Shilajit 11 gm(Strip)+Ashwagandha 11gm(Strip)+Ashwashila 11gm(Strip)- Rs 45 Off,https://www.patanjaliayurved.net/product/natural-health-care/health-and-wellness/patanjali-vitality-booster-combo-shilajit-11-gmstripashwagandha-11gmstripashwashila-11gmstrip-rs-45-off/3387,https://www.patanjaliayurved.net/assets/product_images/400x500/1625457856400x500.jpg,290,patanjali vitality booster combo shilajit gmstripashwagandha gmstripashwashila gmstripget rs wallet,product infobest days manufacturing date
